"tag","quad","dx","dy","gx","gy","fam","gen","epitsp","species","status","data","dap","alt","qindex","subquad","nfuste","arv_key0","arv_key","dbhcm","tagchar"
"62013","J03",2.3,2.6,182.299999952316,62.5999999046326,"Bignoniaceae","Jacaranda","puberula","Jacaranda puberula","A","2009-06-22","28","5","0x0","J03quad_0x0",1,"arv_62013","arv_62013.1",2.8,"062013"
"62014","J03",1.8,3,181.799999952316,63,"Rubiaceae","Posoqueria","latifolia","Posoqueria latifolia","A","2009-06-22","18","4","0x0","J03quad_0x0",1,"arv_62014","arv_62014.1",1.8,"062014"
"62015","J03",1.6,2.2,181.600000023842,62.2000000476837,"Sapotaceae","Manilkara","subsericea","Manilkara subsericea","A","2009-06-22","32","6","0x0","J03quad_0x0",1,"arv_62015","arv_62015.1",3.2,"062015"
"62016","J03",1.4,2.9,181.399999976158,62.9000000953674,"Myrtaceae","Myrcia","sp.1","Myrcia sp.1","A","2009-06-22","22","3","0x0","J03quad_0x0",1,"arv_62016","arv_62016.1",2.2,"062016"
"62017","J03",1.1,4.7,181.100000023842,64.6999998092651,"Myrtaceae","Marlierea","racemosa","Marlierea racemosa","A","2009-06-22","28; 28; 28; 28; 28","5","0x0","J03quad_0x0",5,"arv_62017","arv_62017.1",2.8,"062017"
"62018","J03",3.7,5.4,183.700000047684,65.4000000953674,"Annonaceae","Guatteria","australis","Guatteria australis","A","2009-06-22","37; 32; 22","6","0x5","J03quad_0x5",3,"arv_62018","arv_62018.1",3.7,"062018"
"62019","J03",0.6,5.4,180.600000023842,65.4000000953674,"Myrtaceae","Marlierea","racemosa","Marlierea racemosa","A","2009-06-22","51; 40; 22","5","0x5","J03quad_0x5",3,"arv_62019","arv_62019.1",5.1,"062019"
"62020","J03",1.2,9.7,181.200000047684,69.6999998092651,"Araliaceae","Schefflera","angustissima","Schefflera angustissima","A","2009-06-22","20","4","0x5","J03quad_0x5",1,"arv_62020","arv_62020.1",2,"062020"
"62021","J03",5.6,6.5,185.599999904633,66.5,"Meliaceae","Cabralea","canjerana","Cabralea canjerana","A","2009-06-22","15","3","5x5","J03quad_5x5",1,"arv_62021","arv_62021.1",1.5,"062021"
"62022","J03",6.2,6.6,186.199999809265,66.5999999046326,"Meliaceae","Cabralea","canjerana","Cabralea canjerana","A","2009-06-22","15","2","5x5","J03quad_5x5",1,"arv_62022","arv_62022.1",1.5,"062022"
"62023","J03",7.2,5.3,187.199999809265,65.3000001907349,"Arecaceae","Euterpe","edulis","Euterpe edulis","A","2009-06-22","44","7","5x5","J03quad_5x5",1,"arv_62023","arv_62023.1",4.4,"062023"
"62024","J03",9.3,3.9,189.300000190735,63.9000000953674,"Arecaceae","Euterpe","edulis","Euterpe edulis","A","2009-06-22","23","2","5x0","J03quad_5x0",1,"arv_62024","arv_62024.1",2.3,"062024"
"62025","J03",8.8,1.9,188.800000190735,61.8999999761581,"Myrtaceae","Myrcia","pubipetala","Myrcia pubipetala","A","2009-06-22","35","6","5x0","J03quad_5x0",1,"arv_62025","arv_62025.1",3.5,"062025"
"62026","J03",5.8,3.5,185.800000190735,63.5,"Myrtaceae","Marlierea","racemosa","Marlierea racemosa","A","2009-06-22","32; 18; 10","5","5x0","J03quad_5x0",3,"arv_62026","arv_62026.1",3.2,"062026"
"62027","J03",8,1.3,188,61.2999999523163,"Myrtaceae","Marlierea","racemosa","Marlierea racemosa","A","2009-06-22","33","5","5x0","J03quad_5x0",1,"arv_62027","arv_62027.1",3.3,"062027"
"62028","J03",8.6,0.8,188.60000038147,60.8000000119209,"Olacaceae","Heisteria","silvianii","Heisteria silvianii","A","2009-06-22","15","2","5x0","J03quad_5x0",1,"arv_62028","arv_62028.1",1.5,"062028"
"62029","J03",9.4,0.3,189.39999961853,60.3000000119209,"Meliaceae","Cabralea","canjerana","Cabralea canjerana","A","2009-06-22","13","2","5x0","J03quad_5x0",1,"arv_62029","arv_62029.1",1.3,"062029"
"62030","J03",4.6,12.9,184.599999904633,72.8999996185303,"Rubiaceae","Psychotria","hastisepala","Psychotria hastisepala","A","2009-06-22","16; 12","2","0x10","J03quad_0x10",2,"arv_62030","arv_62030.1",1.6,"062030"
"62031","J03",2.9,13.5,182.900000095367,73.5,"Rubiaceae","Psychotria","hastisepala","Psychotria hastisepala","A","2009-06-22","15; 16; 14; 12","3","0x10","J03quad_0x10",4,"arv_62031","arv_62031.1",1.5,"062031"
"62032","J03",1.9,14.6,181.899999976158,74.6000003814697,"Sapotaceae","Manilkara","subsericea","Manilkara subsericea","A","2009-06-22","15","3","0x10","J03quad_0x10",1,"arv_62032","arv_62032.1",1.5,"062032"
"62033","J03",0.4,12.8,180.40000000596,72.8000001907349,"Oleaceae","Chionanthus","filiformis","Chionanthus filiformis","A","2009-06-22","33","5","0x10","J03quad_0x10",1,"arv_62033","arv_62033.1",3.3,"062033"
"62034","J03",0.3,12.2,180.300000011921,72.1999998092651,"Rubiaceae","Psychotria","hastisepala","Psychotria hastisepala","A","2009-06-22","14; 13","4","0x10","J03quad_0x10",2,"arv_62034","arv_62034.1",1.4,"062034"
"62035","J03",1.4,12,181.399999976158,72,"Humiriaceae","Humiriastrum","dentatum","Humiriastrum dentatum","A","2009-06-22","38","7","0x10","J03quad_0x10",1,"arv_62035","arv_62035.1",3.8,"062035"
"62036","J03",0.3,11.7,180.300000011921,71.6999998092651,"Humiriaceae","Humiriastrum","dentatum","Humiriastrum dentatum","A","2009-06-22","19","4","0x10","J03quad_0x10",1,"arv_62036","arv_62036.1",1.9,"062036"
"62037","J03",1.9,17.7,181.899999976158,77.7000007629395,"Fabaceae","Andira","anthelmia","Andira anthelmia","A","2009-06-22","28","3","0x15","J03quad_0x15",1,"arv_62037","arv_62037.1",2.8,"062037"
"62038","J03",4.3,16.5,184.300000190735,76.5,"Araliaceae","Schefflera","angustissima","Schefflera angustissima","A","2009-06-22","20","3","0x15","J03quad_0x15",1,"arv_62038","arv_62038.1",2,"062038"
"62039","J03",5.5,16.1,185.5,76.1000003814697,"Myrtaceae","Marlierea","racemosa","Marlierea racemosa","A","2009-06-22","18","3","5x15","J03quad_5x15",1,"arv_62039","arv_62039.1",1.8,"062039"
"62040","J03",5.6,17,185.599999904633,77,"Lauraceae","Endlicheria","paniculata","Endlicheria paniculata","A","2009-06-22","36","6","5x15","J03quad_5x15",1,"arv_62040","arv_62040.1",3.6,"062040"
"62041","J03",5.4,17.5,185.400000095367,77.5,"Meliaceae","Cabralea","canjerana","Cabralea canjerana","A","2009-06-22","10","4","5x15","J03quad_5x15",1,"arv_62041","arv_62041.1",1,"062041"
"62042","J03",5.4,18,185.400000095367,78,"Meliaceae","Guarea","macrophylla","Guarea macrophylla","A","2009-06-22","11","2","5x15","J03quad_5x15",1,"arv_62042","arv_62042.1",1.1,"062042"
"62043","J03",7,18.4,187,78.3999996185303,"Melastomataceae","Miconia","chartacea","Miconia chartacea","A","2009-06-22","32","6","5x15","J03quad_5x15",1,"arv_62043","arv_62043.1",3.2,"062043"
"62044","J03",6.7,18.9,186.699999809265,78.8999996185303,"Myrtaceae","Marlierea","racemosa","Marlierea racemosa","A","2009-06-22","40","6","5x15","J03quad_5x15",1,"arv_62044","arv_62044.1",4,"062044"
"62045","J03",9.5,18.2,189.5,78.2000007629395,"Myrtaceae","Marlierea","racemosa","Marlierea racemosa","A","2009-06-22","34; 40; 27; 20","5","5x15","J03quad_5x15",4,"arv_62045","arv_62045.1",3.4,"062045"
"62046","J03",6.1,15.3,186.099999904633,75.3000001907349,"Myrtaceae","Myrcia","hebepetala","Myrcia hebepetala","A","2009-06-22","28","5","5x15","J03quad_5x15",1,"arv_62046","arv_62046.1",2.8,"062046"
"62047","J03",9.4,13.9,189.39999961853,73.8999996185303,"Myrtaceae","Marlierea","racemosa","Marlierea racemosa","A","2009-06-22","36; 20; 10","6","5x10","J03quad_5x10",3,"arv_62047","arv_62047.1",3.6,"062047"
"62048","J03",9.5,11.5,189.5,71.5,"Arecaceae","Bactris","setosa","Bactris setosa","A","2009-06-22","28","2","5x10","J03quad_5x10",1,"arv_62048","arv_62048.1",2.8,"062048"
"62049","J03",9.1,12.7,189.10000038147,72.6999998092651,"Myrtaceae","Marlierea","racemosa","Marlierea racemosa","A","2009-06-22","17","3","5x10","J03quad_5x10",1,"arv_62049","arv_62049.1",1.7,"062049"
"62050","J03",12.5,10.7,192.5,70.6999998092651,"Peraceae","Pera","glabrata","Pera glabrata","A","2009-06-22","17","3","10x10","J03quad_10x10",1,"arv_62050","arv_62050.1",1.7,"062050"
"62051","J03",11.5,10.3,191.5,70.3000001907349,"Annonaceae","Guatteria","australis","Guatteria australis","A","2009-06-22","33","7","10x10","J03quad_10x10",1,"arv_62051","arv_62051.1",3.3,"062051"
"62052","J03",10.7,11.5,190.699999809265,71.5,"Clusiaceae","Garcinia","gardneriana","Garcinia gardneriana","A","2009-06-22","22","3","10x10","J03quad_10x10",1,"arv_62052","arv_62052.1",2.2,"062052"
"62053","J03",13.4,15.6,193.39999961853,75.6000003814697,"Peraceae","Pera","glabrata","Pera glabrata","A","2009-06-22","32","2","10x15","J03quad_10x15",1,"arv_62053","arv_62053.1",3.2,"062053"
"62054","J03",11.5,16,191.5,76,"Myrtaceae","Marlierea","racemosa","Marlierea racemosa","A","2009-06-22","37; 28","5","10x15","J03quad_10x15",2,"arv_62054","arv_62054.1",3.7,"062054"
"62055","J03",18.3,18.7,198.299999237061,78.7000007629395,"Lauraceae","Aniba","viridis","Aniba viridis","A","2009-06-22","10","2","15x15","J03quad_15x15",1,"arv_62055","arv_62055.1",1,"062055"
"62056","J03",19.5,17.5,199.5,77.5,"Euphorbiaceae","Aparisthmium","cordatum","Aparisthmium cordatum","A","2009-06-22","44","8","15x15","J03quad_15x15",1,"arv_62056","arv_62056.1",4.4,"062056"
"62057","J03",19.7,18.4,199.700000762939,78.3999996185303,"Araliaceae","Schefflera","angustissima","Schefflera angustissima","A","2009-06-22","32","7","15x15","J03quad_15x15",1,"arv_62057","arv_62057.1",3.2,"062057"
"62058","J03",19.2,18.2,199.200000762939,78.2000007629395,"Lauraceae","Ocotea","aciphylla","Ocotea aciphylla","A","2009-06-22","21","6","15x15","J03quad_15x15",1,"arv_62058","arv_62058.1",2.1,"062058"
"62059","J03",18.5,15.2,198.5,75.1999998092651,"Meliaceae","Cabralea","canjerana","Cabralea canjerana","A","2009-06-22","36","5","15x15","J03quad_15x15",1,"arv_62059","arv_62059.1",3.6,"062059"
"62060","J03",19.7,15.1,199.700000762939,75.1000003814697,"Meliaceae","Cabralea","canjerana","Cabralea canjerana","A","2009-06-22","21","5","15x15","J03quad_15x15",1,"arv_62060","arv_62060.1",2.1,"062060"
"62061","J03",20,15,200,75,"Araliaceae","Schefflera","angustissima","Schefflera angustissima","A","2009-06-22","29","6","15x15","J03quad_15x15",1,"arv_62061","arv_62061.1",2.9,"062061"
"62062","J03",16.5,14.1,196.5,74.1000003814697,"Arecaceae","Euterpe","edulis","Euterpe edulis","A","2009-06-22","36","5","15x10","J03quad_15x10",1,"arv_62062","arv_62062.1",3.6,"062062"
"62063","J03",18,14.2,198,74.1999998092651,"Olacaceae","Heisteria","silvianii","Heisteria silvianii","A","2009-06-22","31","4","15x10","J03quad_15x10",1,"arv_62063","arv_62063.1",3.1,"062063"
"62064","J03",16.4,13.1,196.39999961853,73.1000003814697,"Meliaceae","Cabralea","canjerana","Cabralea canjerana","A","2009-06-22","21","4","15x10","J03quad_15x10",1,"arv_62064","arv_62064.1",2.1,"062064"
"62065","J03",17,12.2,197,72.1999998092651,"Meliaceae","Cabralea","canjerana","Cabralea canjerana","A","2009-06-22","15","4","15x10","J03quad_15x10",1,"arv_62065","arv_62065.1",1.5,"062065"
"62066","J03",16,12.6,196,72.6000003814697,"Meliaceae","Cabralea","canjerana","Cabralea canjerana","A","2009-06-22","10","2.5","15x10","J03quad_15x10",1,"arv_62066","arv_62066.1",1,"062066"
"62067","J03",17.3,11.2,197.299999237061,71.1999998092651,"Oleaceae","Chionanthus","filiformis","Chionanthus filiformis","A","2009-06-22","15","4","15x10","J03quad_15x10",1,"arv_62067","arv_62067.1",1.5,"062067"
"62068","J03",14.8,3.9,194.800000190735,63.9000000953674,"Monimiaceae","Mollinedia","schottiana","Mollinedia schottiana","A","2009-06-22","32; 36","5","10x0","J03quad_10x0",2,"arv_62068","arv_62068.1",3.2,"062068"
"62069","J03",14.9,2.9,194.89999961853,62.9000000953674,"Lauraceae","Aniba","viridis","Aniba viridis","A","2009-06-22","27; 21","4","10x0","J03quad_10x0",2,"arv_62069","arv_62069.1",2.7,"062069"
"62070","J03",12.7,2.3,192.699999809265,62.2999999523163,"Myrtaceae","Marlierea","racemosa","Marlierea racemosa","A","2009-06-22","26; 45; 30","6","10x0","J03quad_10x0",3,"arv_62070","arv_62070.1",2.6,"062070"
"62071","J03",13.7,1.6,193.699999809265,61.6000000238419,"Rubiaceae","Rudgea","villiflora","Rudgea villiflora","A","2009-06-22","11","2","10x0","J03quad_10x0",1,"arv_62071","arv_62071.1",1.1,"062071"
"62072","J03",13.2,1,193.199999809265,61,"Myrtaceae","Marlierea","racemosa","Marlierea racemosa","A","2009-06-22","20; 11","6","10x0","J03quad_10x0",2,"arv_62072","arv_62072.1",2,"062072"
"62073","J03",12.4,1.2,192.39999961853,61.2000000476837,"Myrtaceae","Marlierea","racemosa","Marlierea racemosa","A","2009-06-22","24","2","10x0","J03quad_10x0",1,"arv_62073","arv_62073.1",2.4,"062073"
"62074","J03",12.1,1.7,192.10000038147,61.7000000476837,"Myrtaceae","Myrcia","sp.1","Myrcia sp.1","A","2009-06-22","16","2","10x0","J03quad_10x0",1,"arv_62074","arv_62074.1",1.6,"062074"
"62075","J03",13.4,3.8,193.39999961853,63.7999999523163,"Meliaceae","Guarea","macrophylla","Guarea macrophylla","A","2009-06-22","15","3","10x0","J03quad_10x0",1,"arv_62075","arv_62075.1",1.5,"062075"
"62076","J03",10.8,5.5,190.800000190735,65.5,"Arecaceae","Geonoma","schottiana","Geonoma schottiana","A","2009-06-22","35","5","10x5","J03quad_10x5",1,"arv_62076","arv_62076.1",3.5,"062076"
"62077","J03",10.9,6.2,190.89999961853,66.1999998092651,"Myrtaceae","Marlierea","racemosa","Marlierea racemosa","A","2009-06-22","27; 10","4","10x5","J03quad_10x5",2,"arv_62077","arv_62077.1",2.7,"062077"
"62078","J03",11.9,7.1,191.89999961853,67.0999999046326,"Arecaceae","Euterpe","edulis","Euterpe edulis","A","2009-06-22","59","7","10x5","J03quad_10x5",1,"arv_62078","arv_62078.1",5.9,"062078"
"62079","J03",14.3,5.5,194.300000190735,65.5,"Arecaceae","Euterpe","edulis","Euterpe edulis","A","2009-06-22","35","2","10x5","J03quad_10x5",1,"arv_62079","arv_62079.1",3.5,"062079"
"62080","J03",13.9,6.3,193.89999961853,66.3000001907349,"Fabaceae","Ormosia","arborea","Ormosia arborea","A","2009-06-22","21","4","10x5","J03quad_10x5",1,"arv_62080","arv_62080.1",2.1,"062080"
"62081","J03",14.7,5.9,194.699999809265,65.9000000953674,"Olacaceae","Heisteria","silvianii","Heisteria silvianii","A","2009-06-22","36","6","10x5","J03quad_10x5",1,"arv_62081","arv_62081.1",3.6,"062081"
"62082","J03",13.4,6.9,193.39999961853,66.9000000953674,"Peraceae","Pera","glabrata","Pera glabrata","A","2009-06-22","12","3","10x5","J03quad_10x5",1,"arv_62082","arv_62082.1",1.2,"062082"
"62083","J03",12.7,7.6,192.699999809265,67.5999999046326,"Peraceae","Pera","glabrata","Pera glabrata","A","2009-06-22","14","2","10x5","J03quad_10x5",1,"arv_62083","arv_62083.1",1.4,"062083"
"62084","J03",16.9,8.9,196.89999961853,68.8999996185303,"Clethraceae","Clethra","scabra","Clethra scabra","A","2009-06-22","21; 12","6","15x5","J03quad_15x5",2,"arv_62084","arv_62084.1",2.1,"062084"
"62085","J03",17.5,9.2,197.5,69.1999998092651,"Annonaceae","Guatteria","australis","Guatteria australis","A","2009-06-22","15; 12","3","15x5","J03quad_15x5",2,"arv_62085","arv_62085.1",1.5,"062085"
"62086","J03",19.1,8.3,199.10000038147,68.3000001907349,"Meliaceae","Cabralea","canjerana","Cabralea canjerana","A","2009-06-22","12","3","15x5","J03quad_15x5",1,"arv_62086","arv_62086.1",1.2,"062086"
"62087","J03",18.6,7.6,198.60000038147,67.5999999046326,"Araliaceae","Schefflera","angustissima","Schefflera angustissima","A","2009-06-22","19","5","15x5","J03quad_15x5",1,"arv_62087","arv_62087.1",1.9,"062087"
"62088","J03",19.7,7,199.700000762939,67,"Urticaceae","Coussapoa","microcarpa","Coussapoa microcarpa","A","2009-06-22","29","3","15x5","J03quad_15x5",1,"arv_62088","arv_62088.1",2.9,"062088"
"62089","J03",18.4,6.7,198.39999961853,66.6999998092651,"Urticaceae","Coussapoa","microcarpa","Coussapoa microcarpa","A","2009-06-22","21","3","15x5","J03quad_15x5",1,"arv_62089","arv_62089.1",2.1,"062089"
"62090","J03",19.2,6.2,199.200000762939,66.1999998092651,"Meliaceae","Cabralea","canjerana","Cabralea canjerana","A","2009-06-22","18","3","15x5","J03quad_15x5",1,"arv_62090","arv_62090.1",1.8,"062090"
"62091","J03",19.7,8.6,199.700000762939,68.6000003814697,"Arecaceae","Euterpe","edulis","Euterpe edulis","A","2009-06-22","35","5","15x5","J03quad_15x5",1,"arv_62091","arv_62091.1",3.5,"062091"
"62092","J03",17.2,4,197.200000762939,64,"Rubiaceae","Ixora","sp.1","Ixora sp.1","A","2009-06-22","23","2","15x0","J03quad_15x0",1,"arv_62092","arv_62092.1",2.3,"062092"
"62093","J03",16.8,3.4,196.799999237061,63.4000000953674,"Meliaceae","Guarea","macrophylla","Guarea macrophylla","A","2009-06-22","24","4","15x0","J03quad_15x0",1,"arv_62093","arv_62093.1",2.4,"062093"
"62094","J03",16.7,0.7,196.700000762939,60.6999999880791,"Melastomataceae","Miconia","chartacea","Miconia chartacea","A","2009-06-22","32; 10; 7","4","15x0","J03quad_15x0",3,"arv_62094","arv_62094.1",3.2,"062094"
"62095","J03",18.2,0.5,198.200000762939,60.5,"Lauraceae","Aniba","viridis","Aniba viridis","A","2009-06-22","13","2","15x0","J03quad_15x0",1,"arv_62095","arv_62095.1",1.3,"062095"
"62102","J01",16.7,13.9,196.700000762939,33.8999996185303,"Meliaceae","Cabralea","canjerana","Cabralea canjerana","A","2009-06-13","20; 13","4","15x10","J01quad_15x10",2,"arv_62102","arv_62102.1",2,"062102"
"62103","J01",17.1,14.2,197.10000038147,34.1999998092651,"Fabaceae","Abarema","brachystachya","Abarema brachystachya","A","2009-06-13","14","3","15x10","J01quad_15x10",1,"arv_62103","arv_62103.1",1.4,"062103"
"62104","J01",16.5,14.8,196.5,34.8000001907349,"Meliaceae","Cabralea","canjerana","Cabralea canjerana","A","2009-06-13","39","4","15x10","J01quad_15x10",1,"arv_62104","arv_62104.1",3.9,"062104"
"62105","J01",17.2,14.6,197.200000762939,34.6000003814697,"Fabaceae","Abarema","brachystachya","Abarema brachystachya","A","2009-06-13","12","3","15x10","J01quad_15x10",1,"arv_62105","arv_62105.1",1.2,"062105"
"62106","J01",19.3,14.6,199.299999237061,34.6000003814697,"Melastomataceae","Miconia","chartacea","Miconia chartacea","A","2009-06-13","14; 13","3","15x10","J01quad_15x10",2,"arv_62106","arv_62106.1",1.4,"062106"
"62107","J01",18.3,10.8,198.299999237061,30.8000001907349,"Araliaceae","Schefflera","angustissima","Schefflera angustissima","A","2009-06-13","16","3","15x10","J01quad_15x10",1,"arv_62107","arv_62107.1",1.6,"062107"
"62108","J01",17.6,10.8,197.60000038147,30.8000001907349,"Arecaceae","Euterpe","edulis","Euterpe edulis","A","2009-06-13","41","4","15x10","J01quad_15x10",1,"arv_62108","arv_62108.1",4.1,"062108"
"62109","J01",15.2,10.5,195.199999809265,30.5,"Myrtaceae","Myrcia","brasiliensis","Myrcia brasiliensis","A","2009-06-13","12; 5","4","15x10","J01quad_15x10",2,"arv_62109","arv_62109.1",1.2,"062109"
"62110","J01",14,3.8,194,23.7999999523163,"Araliaceae","Schefflera","angustissima","Schefflera angustissima","A","2009-06-13","57","10","10x0","J01quad_10x0",1,"arv_62110","arv_62110.1",5.7,"062110"
"62111","J01",14.2,3.4,194.199999809265,23.4000000953674,"Arecaceae","Euterpe","edulis","Euterpe edulis","A","2009-06-13","32","5","10x0","J01quad_10x0",1,"arv_62111","arv_62111.1",3.2,"062111"
"62112","J01",13.5,3.1,193.5,23.0999999046326,"Annonaceae","Guatteria","australis","Guatteria australis","A","2009-06-13","40; 18","5","10x0","J01quad_10x0",2,"arv_62112","arv_62112.1",4,"062112"
"62113","J01",13.9,4.6,193.89999961853,24.5999999046326,"Annonaceae","Guatteria","australis","Guatteria australis","A","2009-06-13","28; 13","4","10x0","J01quad_10x0",2,"arv_62113","arv_62113.1",2.8,"062113"
"62114","J01",11.9,3.5,191.89999961853,23.5,"Annonaceae","Guatteria","australis","Guatteria australis","A","2009-06-13","26; 23","4","10x0","J01quad_10x0",2,"arv_62114","arv_62114.1",2.6,"062114"
"62115","J01",11.5,3,191.5,23,"Lauraceae","Ocotea","dispersa","Ocotea dispersa","A","2009-06-13","17","3","10x0","J01quad_10x0",1,"arv_62115","arv_62115.1",1.7,"062115"
"62116","J01",10.9,3.3,190.89999961853,23.2999999523163,"Arecaceae","Euterpe","edulis","Euterpe edulis","A","2009-06-13","28","3","10x0","J01quad_10x0",1,"arv_62116","arv_62116.1",2.8,"062116"
"62117","J01",10.6,4.3,190.60000038147,24.3000001907349,"Araliaceae","Schefflera","angustissima","Schefflera angustissima","A","2009-06-13","10","3","10x0","J01quad_10x0",1,"arv_62117","arv_62117.1",1,"062117"
"62118","J01",13.4,5.7,193.39999961853,25.6999998092651,"Myrtaceae","Eugenia","stigmatosa","Eugenia stigmatosa","A","2009-06-13","53","8","10x5","J01quad_10x5",1,"arv_62118","arv_62118.1",5.3,"062118"
"62119","J01",12.6,6.2,192.60000038147,26.1999998092651,"Arecaceae","Euterpe","edulis","Euterpe edulis","A","2009-06-13","29","3","10x5","J01quad_10x5",1,"arv_62119","arv_62119.1",2.9,"062119"
